country,year,drought_killed,earthquake_killed,epidemic_killed,flood_killed,storm_killed,total_forest_area,female_bmi,male_bmi,murder_rate
Sri Lanka,1998,,,,,,22100.0,,,
St. Kitts and Nevis,1998,,,,,,110.0,,,
St. Lucia,1998,,,,,,213.0,,,
St. Vincent and the Grenadines,1998,,,,,,258.0,,,
Sudan,1998,,,,,,293000.0,,,
Suriname,1998,,,,,,154000.0,,,
Swaziland,1998,,,,,,5090.0,,,
Sweden,1998,,,,,,281000.0,,,
Switzerland,1998,,,,,,11900.0,,,
Syria,1998,,,,,,4200.0,,,
Tajikistan,1998,,,,,,4100.0,,,
Tanzania,1998,,,,,,527000.0,,,
Thailand,1998,,,,,,164000.0,,,
Timor-Leste,1998,,,,,,8760.0,,,
Togo,1998,,,,,,5260.0,,,
Tonga,1998,,,,,,90.0,,,
Trinidad and Tobago,1998,,,,,,2350.0,,,
Tunisia,1998,,,,,,7980.0,,,
Turkey,1998,,,,,,101000.0,,,
Turkmenistan,1998,,,,,,41300.0,,,
Tuvalu,1998,,,,,,10.0,,,
Uganda,1998,,,,,,40500.0,,,
Ukraine,1998,,,,,,94600.0,,,
United Arab Emirates,1998,,,,,,2970.0,,,
United Kingdom,1998,,,,,,29200.0,,,
United States,1998,,,,,,3030000.0,,,
Uruguay,1998,,,,,,12600.0,,,
Uzbekistan,1998,,,,,,31800.0,,,
Vanuatu,1998,,,,,,4400.0,,,
Venezuela,1998,,,,,,497000.0,,,
Vietnam,1998,,,,,,113000.0,,,
Yemen,1998,,,,,,5490.0,,,
Zambia,1998,,,,,,515000.0,,,
Zimbabwe,1998,,,,,,195000.0,,,
Afghanistan,1999,,,,,,13500.0,,,
Albania,1999,,,,,,7710.0,,,
Algeria,1999,,,,,,15900.0,,,
Andorra,1999,,,,,,160.0,,,
Angola,1999,,,,,,599000.0,,,
Antigua and Barbuda,1999,,,,,,100.0,,,
Argentina,1999,,,,,,322000.0,,,
Armenia,1999,,,,,,3330.0,,,
Australia,1999,,,,,,1290000.0,,,
Austria,1999,,,,,,38300.0,,,
Azerbaijan,1999,,,,,,8700.0,,,
Bahamas,1999,,,,,,5150.0,,,
Bahrain,1999,,,,,,3.6,,,
Bangladesh,1999,,,,,,14700.0,,,
Barbados,1999,,,,,,63.0,,,
Belarus,1999,,,,,,82200.0,,,
Belgium,1999,,,,,,6670.0,,,
Belize,1999,,,,,,14700.0,,,
Benin,1999,,,,,,51300.0,,,
Bhutan,1999,,,,,,26000.0,,,
Bolivia,1999,,,,,,604000.0,,,
Bosnia and Herzegovina,1999,,,,,,21900.0,,,
Botswana,1999,,,,,,127000.0,,,
Brazil,1999,,,,,,5240000.0,,,
Brunei,1999,,,,,,3990.0,,,
Bulgaria,1999,,,,,,33700.0,,,
Burkina Faso,1999,,,,,,63100.0,,,
Burundi,1999,,,,,,2070.0,,,
Cambodia,1999,,,,,,117000.0,,,
Cameroon,1999,,,,,,223000.0,,,
Canada,1999,,,,,,3480000.0,,,
Cape Verde,1999,,,,,,797.0,,,
Central African Republic,1999,,,,,,224000.0,,,
Chad,1999,,,,,,63600.0,,,
Chile,1999,,,,,,158000.0,,,
China,1999,,,,,,1750000.0,,,
Colombia,1999,,,,,,621000.0,,,
Comoros,1999,,,,,,454.0,,,
"Congo, Dem. Rep.",1999,,,,,,1580000.0,,,
"Congo, Rep.",1999,,,,,,226000.0,,,
Costa Rica,1999,,,,,,23900.0,,,
Cote d'Ivoire,1999,,,,,,103000.0,,,
Croatia,1999,,,,,,18800.0,,,
Cuba,1999,,,,,,24000.0,,,
Cyprus,1999,,,,,,1710.0,,,
Czech Republic,1999,,,,,,26400.0,,,
Denmark,1999,,,,,,5810.0,,,
Djibouti,1999,,,,,,56.0,,,
Dominica,1999,,,,,,476.0,,,
Dominican Republic,1999,,,,,,14500.0,,,
Ecuador,1999,,,,,,138000.0,,,
Egypt,1999,,,,,,575.0,,,
El Salvador,1999,,,,,,3370.0,,,
Equatorial Guinea,1999,,,,,,17500.0,,,
Eritrea,1999,,,,,,15800.0,,,
Estonia,1999,,,,,,22400.0,,,
Ethiopia,1999,,,,,,138000.0,,,
Fiji,1999,,,,,,9780.0,,,
Finland,1999,,,,,,224000.0,,,
France,1999,,,,,,152000.0,,,
Gabon,1999,,,,,,220000.0,,,
Gambia,1999,,,,,,4590.0,,,
Georgia,1999,,,,,,27600.0,,,
Germany,1999,,,,,,113000.0,,,
Ghana,1999,,,,,,88800.0,,,
Greece,1999,,,,,,35700.0,,,
Grenada,1999,,,,,,170.0,,,
Guatemala,1999,,,,,,42600.0,,,
Guinea,1999,,,,,,69400.0,,,
Guinea-Bissau,1999,,,,,,21300.0,,,
Guyana,1999,,,,,,166000.0,,,
Haiti,1999,,,,,,1100.0,,,
Honduras,1999,,,,,,65700.0,,,
Hungary,1999,,,,,,19100.0,,,
Iceland,1999,,,,,,275.0,,,
India,1999,,,,,,652000.0,,,
Indonesia,1999,,,,,,1010000.0,,,
Iran,1999,,,,,,93000.0,,,
Iraq,1999,,,,,,8170.0,,,
Ireland,1999,,,,,,6180.0,,,
Israel,1999,,,,,,1510.0,,,
Italy,1999,,,,,,82900.0,,,
Jamaica,1999,,,,,,3410.0,,,
Japan,1999,,,,,,249000.0,,,
Jordan,1999,,,,,,975.0,,,
Kazakhstan,1999,,,,,,33700.0,,,
Kenya,1999,,,,,,36700.0,,,
Kiribati,1999,,,,,,122.0,,,
Kuwait,1999,,,,,,47.1,,,
Kyrgyz Republic,1999,,,,,,8560.0,,,
Lao,1999,,,,,,166000.0,,,
Latvia,1999,,,,,,32300.0,,,
Lebanon,1999,,,,,,1310.0,,,
Lesotho,1999,,,,,,418.0,,,
Liberia,1999,,,,,,46600.0,,,
Libya,1999,,,,,,2170.0,,,
Liechtenstein,1999,,,,,,68.6,,,
Lithuania,1999,,,,,,20100.0,,,
Luxembourg,1999,,,,,,870.0,,,
"Macedonia, FYR",1999,,,,,,9530.0,,,
Madagascar,1999,,,,,,131000.0,,,
Malawi,1999,,,,,,36000.0,,,
Malaysia,1999,,,,,,217000.0,,,
Maldives,1999,,,,,,10.0,,,
Mali,1999,,,,,,59800.0,,,
Malta,1999,,,,,,3.5,,,
Marshall Islands,1999,,,,,,126.0,,,
Mauritania,1999,,,,,,3270.0,,,
Mauritius,1999,,,,,,418.0,,,
Mexico,1999,,,,,,680000.0,,,
"Micronesia, Fed. Sts.",1999,,,,,,638.0,,,
Moldova,1999,,,,,,3240.0,,,
Mongolia,1999,,,,,,118000.0,,,
Montenegro,1999,,,,,,6260.0,,,
Morocco,1999,,,,,,49900.0,,,
Mozambique,1999,,,,,,414000.0,,,
Myanmar,1999,,,,,,353000.0,,,
Namibia,1999,,,,,,81100.0,,,
Nauru,1999,,,,,,0.0,,,
Nepal,1999,,,,,,39900.0,,,
Netherlands,1999,,,,,,3590.0,,,
New Zealand,1999,,,,,,101000.0,,,
Nicaragua,1999,,,,,,38800.0,,,
Niger,1999,,,,,,13900.0,,,
Nigeria,1999,,,,,,135000.0,,,
North Korea,1999,,,,,,70600.0,,,
Norway,1999,,,,,,121000.0,,,
Oman,1999,,,,,,20.0,,,
Pakistan,1999,,,,,,21600.0,,,
Palau,1999,,,,,,394.0,,,
Palestine,1999,,,,,,90.8,,,
Panama,1999,,,,,,48800.0,,,
Papua New Guinea,1999,,,,,,336000.0,,,
Paraguay,1999,,,,,,195000.0,,,
Peru,1999,,,,,,763000.0,,,
Philippines,1999,,,,,,69800.0,,,
Poland,1999,,,,,,90400.0,,,
Portugal,1999,,,,,,33500.0,,,
Qatar,1999,,,,,,0.0,,,
Romania,1999,,,,,,63700.0,,,
Russia,1999,,,,,,8090000.0,,,
Rwanda,1999,,,,,,3410.0,,,
Samoa,1999,,,,,,1670.0,,,
San Marino,1999,,,,,,0.0,,,
Sao Tome and Principe,1999,,,,,,560.0,,,
Saudi Arabia,1999,,,,,,9770.0,,,
Senegal,1999,,,,,,89400.0,,,
Serbia,1999,,,,,,24800.0,,,
Seychelles,1999,,,,,,407.0,,,
Sierra Leone,1999,,,,,,29400.0,,,
Singapore,1999,,,,,,164.0,,,
Slovak Republic,1999,,,,,,19200.0,,,
Slovenia,1999,,,,,,12300.0,,,
Solomon Islands,1999,,,,,,22700.0,,,
Somalia,1999,,,,,,75900.0,,,
South Africa,1999,,,,,,92400.0,,,
South Korea,1999,,,,,,63000.0,,,
Spain,1999,,,,,,167000.0,,,
Sri Lanka,1999,,,,,,22000.0,,,
St. Kitts and Nevis,1999,,,,,,110.0,,,
St. Lucia,1999,,,,,,213.0,,,
St. Vincent and the Grenadines,1999,,,,,,259.0,,,
Sudan,1999,,,,,,292000.0,,,
Suriname,1999,,,,,,154000.0,,,
Swaziland,1999,,,,,,5130.0,,,
Sweden,1999,,,,,,282000.0,,,
Switzerland,1999,,,,,,11900.0,,,
Syria,1999,,,,,,4260.0,,,
Tajikistan,1999,,,,,,4100.0,,,
Tanzania,1999,,,,,,523000.0,,,
Thailand,1999,,,,,,167000.0,,,
Timor-Leste,1999,,,,,,8650.0,,,
Togo,1999,,,,,,5060.0,,,
Tonga,1999,,,,,,90.0,,,
Trinidad and Tobago,1999,,,,,,2340.0,,,
Tunisia,1999,,,,,,8180.0,,,
Turkey,1999,,,,,,101000.0,,,
Turkmenistan,1999,,,,,,41300.0,,,
Tuvalu,1999,,,,,,10.0,,,
Uganda,1999,,,,,,39600.0,,,
Ukraine,1999,,,,,,94900.0,,,
United Arab Emirates,1999,,,,,,3040.0,,,
United Kingdom,1999,,,,,,29400.0,,,
United States,1999,,,,,,3030000.0,,,
Uruguay,1999,,,,,,13100.0,,,
Uzbekistan,1999,,,,,,32000.0,,,
Vanuatu,1999,,,,,,4400.0,,,
Venezuela,1999,,,,,,494000.0,,,
Vietnam,1999,,,,,,115000.0,,,
Yemen,1999,,,,,,5490.0,,,
Zambia,1999,,,,,,513000.0,,,
Zimbabwe,1999,,,,,,192000.0,,,
Afghanistan,2000,,,,,,13500.0,,,
Albania,2000,,,,,,7690.0,,,
Algeria,2000,,,,,,15800.0,,,
Andorra,2000,,,,,,160.0,,,
Angola,2000,,,,,,597000.0,,,
Antigua and Barbuda,2000,,,,,,100.0,,,
Argentina,2000,,,,,,319000.0,,,
Armenia,2000,,,,,,3330.0,,,
Australia,2000,,,,,,1290000.0,,,
Austria,2000,,,,,,38400.0,,,
Azerbaijan,2000,,,,,,8720.0,,,
Bahamas,2000,,,,,,5150.0,,,
Bahrain,2000,,,,,,3.7,,,
Bangladesh,2000,,,,,,14700.0,,,
Barbados,2000,,,,,,63.0,,,
Belarus,2000,,,,,,82700.0,,,
Belgium,2000,,,,,,6670.0,,,
Belize,2000,,,,,,14600.0,,,
Benin,2000,,,,,,50600.0,,,
Bhutan,2000,,,,,,26100.0,,,
Bolivia,2000,,,,,,601000.0,,,
Bosnia and Herzegovina,2000,,,,,,21900.0,,,
Botswana,2000,,,,,,125000.0,,,
Brazil,2000,,,,,,5210000.0,,,
Brunei,2000,,,,,,3970.0,,,
Bulgaria,2000,,,,,,33800.0,,,
Burkina Faso,2000,,,,,,62500.0,,,
Burundi,2000,,,,,,1980.0,,,
Cambodia,2000,,,,,,115000.0,,,
Cameroon,2000,,,,,,221000.0,,,
Canada,2000,,,,,,3480000.0,,,
Cape Verde,2000,,,,,,821.0,,,
Central African Republic,2000,,,,,,224000.0,,,
Chad,2000,,,,,,63300.0,,,
Chile,2000,,,,,,158000.0,,,
China,2000,,,,,,1770000.0,,,
Colombia,2000,,,,,,618000.0,,,
Comoros,2000,,,,,,450.0,,,
"Congo, Dem. Rep.",2000,,,,,,1570000.0,,,
"Congo, Rep.",2000,,,,,,226000.0,,,
Costa Rica,2000,,,,,,23800.0,,,
Cote d'Ivoire,2000,,,,,,103000.0,,,
Croatia,2000,,,,,,18900.0,,,
Cuba,2000,,,,,,24400.0,,,
Cyprus,2000,,,,,,1720.0,,,
Czech Republic,2000,,,,,,26400.0,,,
Denmark,2000,,,,,,5860.0,,,
Djibouti,2000,,,,,,56.0,,,
Dominica,2000,,,,,,473.0,,,
Dominican Republic,2000,,,,,,14900.0,,,
Ecuador,2000,,,,,,137000.0,,,
Egypt,2000,,,,,,590.0,,,
El Salvador,2000,,,,,,3320.0,,,
Equatorial Guinea,2000,,,,,,17400.0,,,
Eritrea,2000,,,,,,15800.0,,,
Estonia,2000,,,,,,22400.0,,,
Ethiopia,2000,,,,,,137000.0,,,
Fiji,2000,,,,,,9800.0,,,
Finland,2000,,,,,,224000.0,,,
France,2000,,,,,,153000.0,,,
Gabon,2000,,,,,,220000.0,,,
Gambia,2000,,,,,,4610.0,,,
Georgia,2000,,,,,,27600.0,,,
Germany,2000,,,,,,114000.0,,,
Ghana,2000,,,,,,89100.0,,,
Greece,2000,,,,,,36000.0,,,
Grenada,2000,,,,,,170.0,,,
Guatemala,2000,,,,,,42100.0,,,
Guinea,2000,,,,,,69000.0,,,
Guinea-Bissau,2000,,,,,,21200.0,,,
Guyana,2000,,,,,,166000.0,,,
Haiti,2000,,,,,,1090.0,,,
Honduras,2000,,,,,,63900.0,,,
Hungary,2000,,,,,,19200.0,,,
Iceland,2000,,,,,,288.0,,,
India,2000,,,,,,654000.0,,,
Indonesia,2000,,,,,,994000.0,,,
Iran,2000,,,,,,93300.0,,,
Iraq,2000,,,,,,8180.0,,,
Ireland,2000,,,,,,6350.0,,,
Israel,2000,,,,,,1530.0,,,
Italy,2000,,,,,,83700.0,,,
Jamaica,2000,,,,,,3410.0,,,
Japan,2000,,,,,,249000.0,,,
Jordan,2000,,,,,,975.0,,,
Kazakhstan,2000,,,,,,33700.0,,,
Kenya,2000,,,,,,35600.0,,,
Kiribati,2000,,,,,,122.0,,,
Kuwait,2000,,,,,,48.5,,,
Kyrgyz Republic,2000,,,,,,8580.0,,,
Lao,2000,,,,,,165000.0,,,
Latvia,2000,,,,,,32400.0,,,
Lebanon,2000,,,,,,1310.0,,,
Lesotho,2000,,,,,,420.0,,,
Liberia,2000,,,,,,46300.0,,,
Libya,2000,,,,,,2170.0,,,
Liechtenstein,2000,,,,,,69.0,,,
Lithuania,2000,,,,,,20200.0,,,
Luxembourg,2000,,,,,,867.0,,,
"Macedonia, FYR",2000,,,,,,9580.0,,,
Madagascar,2000,,,,,,130000.0,,,
Malawi,2000,,,,,,35700.0,,,
Malaysia,2000,,,,,,216000.0,,,
Maldives,2000,,,,,,10.0,,,
Mali,2000,,,,,,59000.0,,,
Malta,2000,,,,,,3.5,,,
Marshall Islands,2000,,,,,,126.0,,,
Mauritania,2000,,,,,,3170.0,,,
Mauritius,2000,,,,,,419.0,,,
Mexico,2000,,,,,,679000.0,,,
"Micronesia, Fed. Sts.",2000,,,,,,639.0,,,
Moldova,2000,,,,,,3240.0,,,
Mongolia,2000,,,,,,117000.0,,,
Montenegro,2000,,,,,,6260.0,,,
Morocco,2000,,,,,,49900.0,,,
Mozambique,2000,,,,,,412000.0,,,
Myanmar,2000,,,,,,349000.0,,,
Namibia,2000,,,,,,80300.0,,,
Nauru,2000,,,,,,0.0,,,
Nepal,2000,,,,,,39000.0,,,
Netherlands,2000,,,,,,3600.0,,,
New Zealand,2000,,,,,,101000.0,,,
Nicaragua,2000,,,,,,38100.0,,,
Niger,2000,,,,,,13300.0,,,
Nigeria,2000,,,,,,131000.0,,,
North Korea,2000,,,,,,69300.0,,,
Norway,2000,,,,,,121000.0,,,
Oman,2000,,,,,,20.0,,,
Pakistan,2000,,,,,,21200.0,,,
Palau,2000,,,,,,396.0,,,
Palestine,2000,,,,,,90.8,,,
Panama,2000,,,,,,48700.0,,,
Papua New Guinea,2000,,,,,,336000.0,,,
Paraguay,2000,,,,,,194000.0,,,
Peru,2000,,,,,,761000.0,,,
Philippines,2000,,,,,,70300.0,,,
Poland,2000,,,,,,90600.0,,,
Portugal,2000,,,,,,33400.0,,,
Qatar,2000,,,,,,0.0,,,
Romania,2000,,,,,,63700.0,,,
Russia,2000,,,,,,8090000.0,,,
Rwanda,2000,,,,,,3440.0,,,
Samoa,2000,,,,,,1710.0,,,
San Marino,2000,,,,,,0.0,,,
Sao Tome and Principe,2000,,,,,,560.0,,,
Saudi Arabia,2000,,,,,,9770.0,,,
Senegal,2000,,,,,,89000.0,,,
Serbia,2000,,,,,,24800.0,,,
Seychelles,2000,,,,,,407.0,,,
Sierra Leone,2000,,,,,,29200.0,,,
Singapore,2000,,,,,,164.0,,,
Slovak Republic,2000,,,,,,19200.0,,,
Slovenia,2000,,,,,,12300.0,,,
Solomon Islands,2000,,,,,,22700.0,,,
Somalia,2000,,,,,,75200.0,,,
South Africa,2000,,,,,,92400.0,,,
South Korea,2000,,,,,,62900.0,,,
Spain,2000,,,,,,170000.0,,,
Sri Lanka,2000,,,,,,21900.0,,,
St. Kitts and Nevis,2000,,,,,,110.0,,,
St. Lucia,2000,,,,,,212.0,,,
St. Vincent and the Grenadines,2000,,,,,,260.0,,,
Sudan,2000,,,,,,290000.0,,,
Suriname,2000,,,,,,154000.0,,,
Swaziland,2000,,,,,,5180.0,,,
Sweden,2000,,,,,,282000.0,,,
Switzerland,2000,,,,,,11900.0,,,
Syria,2000,,,,,,4320.0,,,
Tajikistan,2000,,,,,,4100.0,,,
Tanzania,2000,,,,,,519000.0,,,
Thailand,2000,,,,,,170000.0,,,
Timor-Leste,2000,,,,,,8540.0,,,
Togo,2000,,,,,,4860.0,,,
Tonga,2000,,,,,,90.0,,,
Trinidad and Tobago,2000,,,,,,2340.0,,,
Tunisia,2000,,,,,,8370.0,,,
Turkey,2000,,,,,,102000.0,,,
Turkmenistan,2000,,,,,,41300.0,,,
Tuvalu,2000,,,,,,10.0,,,
Uganda,2000,,,,,,38700.0,,,
Ukraine,2000,,,,,,95100.0,,,
United Arab Emirates,2000,,,,,,3100.0,,,
United Kingdom,2000,,,,,,29500.0,,,
United States,2000,,,,,,3040000.0,,,
Uruguay,2000,,,,,,13700.0,,,
Uzbekistan,2000,,,,,,32100.0,,,
Vanuatu,2000,,,,,,4400.0,,,
Venezuela,2000,,,,,,492000.0,,,
Vietnam,2000,,,,,,117000.0,,,
Yemen,2000,,,,,,5490.0,,,
Zambia,2000,,,,,,511000.0,,,
Zimbabwe,2000,,,,,,189000.0,,,
Afghanistan,2001,,,,,,13500.0,,,
Albania,2001,,,,,,7720.0,,,
Algeria,2001,,,,,,15700.0,,,
Andorra,2001,,,,,,160.0,,,
Angola,2001,,,,,,596000.0,,,
Antigua and Barbuda,2001,,,,,,99.6,,,
Argentina,2001,,,,,,315000.0,,,
Armenia,2001,,,,,,3330.0,,,
Australia,2001,,,,,,1290000.0,,,
Austria,2001,,,,,,38400.0,,,
Azerbaijan,2001,,,,,,8730.0,,,
Bahamas,2001,,,,,,5150.0,,,
Bahrain,2001,,,,,,3.9,,,
Bangladesh,2001,,,,,,14700.0,,,
Barbados,2001,,,,,,63.0,,,
Belarus,2001,,,,,,83100.0,,,
Belgium,2001,,,,,,6690.0,,,
Belize,2001,,,,,,14500.0,,,
Benin,2001,,,,,,50100.0,,,
Bhutan,2001,,,,,,26200.0,,,
Bolivia,2001,,,,,,598000.0,,,
Bosnia and Herzegovina,2001,,,,,,21900.0,,,
Botswana,2001,,,,,,124000.0,,,
Brazil,2001,,,,,,5180000.0,,,
Brunei,2001,,,,,,3950.0,,,
Bulgaria,2001,,,,,,34300.0,,,
Burkina Faso,2001,,,,,,61900.0,,,
Burundi,2001,,,,,,1950.0,,,
Cambodia,2001,,,,,,114000.0,,,
Cameroon,2001,,,,,,219000.0,,,
Canada,2001,,,,,,3480000.0,,,
Cape Verde,2001,,,,,,824.0,,,
Central African Republic,2001,,,,,,224000.0,,,
Chad,2001,,,,,,62900.0,,,
Chile,2001,,,,,,159000.0,,,
China,2001,,,,,,1800000.0,,,
Colombia,2001,,,,,,615000.0,,,
Comoros,2001,,,,,,444.0,,,
"Congo, Dem. Rep.",2001,,,,,,1570000.0,,,
"Congo, Rep.",2001,,,,,,225000.0,,,
Costa Rica,2001,,,,,,24000.0,,,
Cote d'Ivoire,2001,,,,,,103000.0,,,
Croatia,2001,,,,,,18900.0,,,
Cuba,2001,,,,,,24900.0,,,
Cyprus,2001,,,,,,1720.0,,,
Czech Republic,2001,,,,,,26400.0,,,
Denmark,2001,,,,,,5800.0,,,
Djibouti,2001,,,,,,56.0,,,
Dominica,2001,,,,,,471.0,,,
Dominican Republic,2001,,,,,,15200.0,,,
Ecuador,2001,,,,,,137000.0,,,
Egypt,2001,,,,,,606.0,,,
El Salvador,2001,,,,,,3270.0,,,
Equatorial Guinea,2001,,,,,,17300.0,,,
Eritrea,2001,,,,,,15700.0,,,
Estonia,2001,,,,,,22400.0,,,
Ethiopia,2001,,,,,,136000.0,,,
Fiji,2001,,,,,,9840.0,,,
Finland,2001,,,,,,224000.0,,,
France,2001,,,,,,154000.0,,,
Gabon,2001,,,,,,220000.0,,,
Gambia,2001,,,,,,4630.0,,,
Georgia,2001,,,,,,27600.0,,,
Germany,2001,,,,,,114000.0,,,
Ghana,2001,,,,,,89400.0,,,
Greece,2001,,,,,,36300.0,,,
Grenada,2001,,,,,,170.0,,,
Guatemala,2001,,,,,,41500.0,,,
Guinea,2001,,,,,,68700.0,,,
Guinea-Bissau,2001,,,,,,21100.0,,,
Guyana,2001,,,,,,166000.0,,,
Haiti,2001,,,,,,1080.0,,,
Honduras,2001,,,,,,62700.0,,,
Hungary,2001,,,,,,19300.0,,,
Iceland,2001,,,,,,303.0,,,
India,2001,,,,,,659000.0,,,
Indonesia,2001,,,,,,991000.0,,,
Iran,2001,,,,,,96000.0,,,
Iraq,2001,,,,,,8190.0,,,
Ireland,2001,,,,,,6470.0,,,
Israel,2001,,,,,,1530.0,,,
Italy,2001,,,,,,84500.0,,,
Jamaica,2001,,,,,,3410.0,,,
Japan,2001,,,,,,249000.0,,,
Jordan,2001,,,,,,975.0,,,
Kazakhstan,2001,,,,,,33600.0,,,
Kenya,2001,,,,,,36600.0,,,
Kiribati,2001,,,,,,122.0,,,
Kuwait,2001,,,,,,49.9,,,
Kyrgyz Republic,2001,,,,,,8610.0,,,
Lao,2001,,,,,,166000.0,,,
Latvia,2001,,,,,,32500.0,,,
Lebanon,2001,,,,,,1320.0,,,
Lesotho,2001,,,,,,422.0,,,
Liberia,2001,,,,,,46000.0,,,
Libya,2001,,,,,,2170.0,,,
Liechtenstein,2001,,,,,,69.0,,,
Lithuania,2001,,,,,,20400.0,,,
Luxembourg,2001,,,,,,867.0,,,
"Macedonia, FYR",2001,,,,,,9610.0,,,
Madagascar,2001,,,,,,130000.0,,,
Malawi,2001,,,,,,35300.0,,,
Malaysia,2001,,,,,,215000.0,,,
Maldives,2001,,,,,,10.0,,,
Mali,2001,,,,,,58200.0,,,
Malta,2001,,,,,,3.5,,,
Marshall Islands,2001,,,,,,126.0,,,
Mauritania,2001,,,,,,3070.0,,,
Mauritius,2001,,,,,,412.0,,,
Mexico,2001,,,,,,677000.0,,,
"Micronesia, Fed. Sts.",2001,,,,,,639.0,,,
Moldova,2001,,,,,,3320.0,,,
Mongolia,2001,,,,,,116000.0,,,
Montenegro,2001,,,,,,6260.0,,,
Morocco,2001,,,,,,50700.0,,,
Mozambique,2001,,,,,,410000.0,,,
Myanmar,2001,,,,,,346000.0,,,
Namibia,2001,,,,,,79600.0,,,
Nauru,2001,,,,,,0.0,,,
Nepal,2001,,,,,,38500.0,,,
Netherlands,2001,,,,,,3610.0,,,
New Zealand,2001,,,,,,101000.0,,,
Nicaragua,2001,,,,,,37400.0,,,
Niger,2001,,,,,,13200.0,,,
Nigeria,2001,,,,,,127000.0,,,
North Korea,2001,,,,,,68100.0,,,
Norway,2001,,,,,,121000.0,,,
Oman,2001,,,,,,20.0,,,
Pakistan,2001,,,,,,20700.0,,,
Palau,2001,,,,,,397.0,,,
Palestine,2001,,,,,,91.0,,,
Panama,2001,,,,,,48500.0,,,
Papua New Guinea,2001,,,,,,336000.0,,,
Paraguay,2001,,,,,,192000.0,,,
Peru,2001,,,,,,760000.0,,,
Philippines,2001,,,,,,70400.0,,,
Poland,2001,,,,,,90900.0,,,
Portugal,2001,,,,,,33300.0,,,
Qatar,2001,,,,,,0.0,,,
Romania,2001,,,,,,63700.0,,,
Russia,2001,,,,,,8090000.0,,,
Rwanda,2001,,,,,,3520.0,,,
Samoa,2001,,,,,,1710.0,,,
San Marino,2001,,,,,,0.0,,,
Sao Tome and Principe,2001,,,,,,560.0,,,
Saudi Arabia,2001,,,,,,9770.0,,,
Senegal,2001,,,,,,88500.0,,,
Serbia,2001,,,,,,24800.0,,,
Seychelles,2001,,,,,,407.0,,,
Sierra Leone,2001,,,,,,29000.0,,,
Singapore,2001,,,,,,164.0,,,
Slovak Republic,2001,,,,,,19200.0,,,
Slovenia,2001,,,,,,12400.0,,,
Solomon Islands,2001,,,,,,22600.0,,,
Somalia,2001,,,,,,74400.0,,,
South Africa,2001,,,,,,92400.0,,,
South Korea,2001,,,,,,62800.0,,,
Spain,2001,,,,,,170000.0,,,
Sri Lanka,2001,,,,,,21800.0,,,
St. Kitts and Nevis,2001,,,,,,110.0,,,
St. Lucia,2001,,,,,,211.0,,,
St. Vincent and the Grenadines,2001,,,,,,260.0,,,
Sudan,2001,,,,,,288000.0,,,
Suriname,2001,,,,,,154000.0,,,
Swaziland,2001,,,,,,5230.0,,,
Sweden,2001,,,,,,282000.0,,,
Switzerland,2001,,,,,,12000.0,,,
Syria,2001,,,,,,4380.0,,,
Tajikistan,2001,,,,,,4100.0,,,
Tanzania,2001,,,,,,515000.0,,,
Thailand,2001,,,,,,168000.0,,,
Timor-Leste,2001,,,,,,8430.0,,,
Togo,2001,,,,,,4660.0,,,
Tonga,2001,,,,,,90.0,,,
Trinidad and Tobago,2001,,,,,,2330.0,,,
Tunisia,2001,,,,,,8530.0,,,
Turkey,2001,,,,,,103000.0,,,
Turkmenistan,2001,,,,,,41300.0,,,
Tuvalu,2001,,,,,,10.0,,,
Uganda,2001,,,,,,37800.0,,,
Ukraine,2001,,,,,,95200.0,,,
United Arab Emirates,2001,,,,,,3100.0,,,
United Kingdom,2001,,,,,,29700.0,,,
United States,2001,,,,,,3040000.0,,,
Uruguay,2001,,,,,,14000.0,,,
Uzbekistan,2001,,,,,,32300.0,,,
Vanuatu,2001,,,,,,4400.0,,,
Venezuela,2001,,,,,,489000.0,,,
Vietnam,2001,,,,,,120000.0,,,
Yemen,2001,,,,,,5490.0,,,
Zambia,2001,,,,,,510000.0,,,
Zimbabwe,2001,,,,,,186000.0,,,
Afghanistan,2002,,,,,,13500.0,,,
Albania,2002,,,,,,7750.0,,,
Algeria,2002,,,,,,15600.0,,,
Andorra,2002,,,,,,160.0,,,
Angola,2002,,,,,,595000.0,,,
Antigua and Barbuda,2002,,,,,,99.2,,,
Argentina,2002,,,,,,312000.0,,,
Armenia,2002,,,,,,3330.0,,,
Australia,2002,,,,,,1280000.0,,,
Austria,2002,,,,,,38400.0,,,
Azerbaijan,2002,,,,,,8740.0,,,
Bahamas,2002,,,,,,5150.0,,,
Bahrain,2002,,,,,,4.0,,,
Bangladesh,2002,,,,,,14600.0,,,
Barbados,2002,,,,,,63.0,,,
Belarus,2002,,,,,,83400.0,,,
Belgium,2002,,,,,,6700.0,,,
Belize,2002,,,,,,14400.0,,,
Benin,2002,,,,,,49600.0,,,
Bhutan,2002,,,,,,26300.0,,,
Bolivia,2002,,,,,,595000.0,,,
Bosnia and Herzegovina,2002,,,,,,21900.0,,,
Botswana,2002,,,,,,123000.0,,,
Brazil,2002,,,,,,5150000.0,,,
Brunei,2002,,,,,,3940.0,,,
Bulgaria,2002,,,,,,34900.0,,,
Burkina Faso,2002,,,,,,61300.0,,,
Burundi,2002,,,,,,1910.0,,,
